date,Brightness,roomname,Humidity,SetpointHistory,Temperature
2017-06-05 21:30:00,0.0,Room1,59.0,18.0,21.89
2017-03-09 13:20:00,27.47,Room2,44.0,16.0,17.32
2017-03-10 08:00:00,20.14,Room2,39.0,16.0,18.43
2017-03-10 13:30:00,114.44,Room2,43.0,16.0,17.95
2017-03-11 13:30:00,189.52,Room2,38.0,21.0,17.95
2017-03-12 13:30:00,183.57,Room2,39.0,21.0,17.95
2017-03-13 13:40:00,270.545,Room2,38.0,16.0,18.505
2017-03-14 13:40:00,96.13499999999999,Room2,40.0,16.0,17.32
2017-03-15 13:40:00,108.04,Room2,41.0,16.0,17.64
2017-03-16 13:50:00,287.94,Room2,40.0,16.0,18.74
2017-03-17 13:50:00,92.92999999999999,Room2,41.0,16.0,18.43
2017-03-18 14:00:00,21.97,Room2,44.0,16.0,17.64
2017-03-19 14:00:00,18.77,Room2,47.0,18.5,16.38
2017-03-20 14:00:00,71.41,Room2,46.0,16.0,17.17
2017-03-21 07:30:00,9.16,Room2,44.0,16.0,19.69
2017-03-22 14:10:00,21.06,Room2,45.0,16.0,17.48
2017-03-23 14:10:00,64.09,Room2,46.0,16.0,17.48
2017-03-24 14:20:00,54.93,Room2,50.0,16.0,18.11
2017-03-24 15:20:00,38.45,Room2,50.0,21.0,17.95
2017-03-24 21:30:00,13.73,Room2,49.0,19.5,19.84
2017-03-24 23:00:00,0.0,Room2,48.0,18.0,20.47
2017-03-25 07:50:00,0.0,Room2,47.0,21.0,17.8
2017-03-25 12:50:00,303.96,Room2,32.0,18.5,17.32
2017-03-25 13:00:00,303.96,Room2,33.0,16.0,17.64
2017-03-25 14:50:00,140.08,Room2,30.0,21.0,17.8
2017-03-25 20:50:00,15.56,Room2,42.0,18.5,20.0
2017-03-25 21:40:00,15.56,Room2,43.0,18.0,20.31
2017-03-26 01:40:00,0.0,Room2,44.0,18.0,18.27
2017-03-26 06:40:00,8.24,Room2,42.0,21.0,18.58
2017-03-27 22:20:00,0.0,Room2,42.0,18.0,20.0
2017-03-28 00:00:00,0.0,Room2,43.0,21.0,19.21
2017-03-28 01:10:00,0.0,Room2,43.0,18.0,18.9
2017-03-28 04:00:00,0.0,Room2,43.0,21.0,18.43
2017-03-28 07:30:00,7.32,Room2,40.0,16.0,20.16
2017-03-28 16:00:00,216.99,Room2,43.0,21.0,19.06
2017-03-28 19:00:00,26.55,Room2,43.0,16.0,20.31
2017-03-28 23:10:00,0.0,Room2,45.0,16.0,18.9
2017-03-29 20:40:00,16.48,Room2,48.0,21.0,18.74
2017-03-29 21:20:00,6.41,Room2,48.0,21.0,19.69
2017-03-29 21:30:00,4.58,Room2,47.0,20.0,20.0
2017-03-30 02:30:00,0.0,Room2,48.0,18.0,18.58
2017-03-30 04:00:00,0.0,Room2,48.0,21.0,18.43
2017-03-30 07:30:00,4.58,Room2,46.0,16.0,20.0
2017-03-30 15:10:00,211.49,Room2,46.0,21.0,19.69
2017-03-30 21:30:00,0.0,Room2,49.0,18.0,20.31
2017-03-31 00:00:00,0.0,Room2,49.0,18.0,19.37
2017-03-31 04:40:00,0.0,Room2,49.0,21.0,19.06
2017-03-31 07:30:00,9.16,Room2,47.0,16.0,20.63
2017-03-31 16:20:00,75.08,Room2,49.0,21.0,19.84
2017-03-31 21:30:00,3.66,Room2,48.0,18.0,20.79
2017-04-01 00:40:00,0.0,Room2,49.0,18.0,20.0
2017-04-01 08:30:00,42.12,Room2,48.0,21.0,19.37
2017-04-01 09:10:00,74.16,Room2,48.0,16.0,19.37
2017-04-03 01:30:00,0.0,Room2,53.0,16.0,18.9
2017-04-04 00:50:00,0.0,Room2,52.0,16.0,18.27
2017-04-04 07:00:00,2.75,Room2,52.0,21.0,17.95
2017-04-06 02:30:00,0.0,Room2,49.0,21.0,18.58
2017-04-08 03:00:00,0.0,Room2,46.0,21.0,18.43
2017-04-10 02:30:00,0.0,Room2,52.0,21.0,18.58
2017-04-12 21:30:00,4.58,Room2,49.0,19.5,19.84
2017-04-13 01:00:00,0.0,Room2,50.0,18.0,18.58
2017-04-13 04:00:00,0.0,Room2,50.0,21.0,18.27
2017-04-13 07:30:00,3.66,Room2,47.0,16.0,19.69
2017-04-13 15:30:00,67.75,Room2,50.0,21.0,18.27
2017-04-13 21:30:00,4.58,Room2,51.0,18.0,19.37
2017-04-14 02:30:00,0.0,Room2,50.0,18.0,18.43
2017-04-14 04:00:00,0.0,Room2,50.0,21.0,18.27
2017-04-14 07:30:00,0.0,Room2,49.0,16.0,17.95
2017-04-14 15:20:00,79.65,Room2,41.0,21.0,17.95
2017-04-14 21:30:00,0.0,Room2,45.0,18.0,19.37
2017-04-15 02:50:00,0.0,Room2,47.0,18.0,17.95
2017-04-15 07:50:00,0.0,Room2,47.0,21.0,17.48
2017-04-15 13:00:00,173.96,Room2,45.0,16.0,20.31
2017-04-15 15:30:00,2.75,Room2,44.0,21.0,18.58
2017-04-15 21:30:00,0.0,Room2,46.0,18.0,17.95
2017-04-16 03:00:00,0.0,Room2,46.0,18.0,17.64
2017-04-16 07:10:00,1.83,Room2,45.0,21.0,17.32
2017-04-16 13:00:00,3.66,Room2,45.0,16.0,17.17
2017-04-16 14:10:00,2.75,Room2,45.0,21.0,17.01
2017-04-16 21:20:00,0.0,Room2,46.0,19.5,16.85
2017-04-16 21:30:00,0.0,Room2,46.0,18.0,16.85
2017-04-17 02:00:00,0.0,Room2,46.0,18.0,16.54
2017-04-17 03:20:00,0.0,Room2,45.0,21.0,16.54
2017-04-17 07:30:00,0.0,Room2,44.0,16.0,17.17
2017-04-17 14:00:00,1.83,Room2,46.0,21.0,16.22
2017-04-17 20:20:00,0.0,Room2,48.0,18.0,18.43
2017-04-17 23:10:00,0.0,Room2,50.0,18.0,16.69
2017-04-18 10:10:00,38.45,Room2,47.0,21.0,17.01
2017-04-18 23:20:00,0.0,Room2,46.0,18.0,19.53
2017-04-19 00:00:00,0.0,Room2,47.0,21.0,18.9
2017-04-19 07:20:00,13.73,Room2,44.0,21.0,19.53
2017-04-19 07:30:00,17.4,Room2,44.0,16.0,19.37
2017-04-19 14:20:00,54.02,Room2,47.0,21.0,17.32
2017-04-19 21:50:00,0.0,Room2,45.0,18.0,19.21
2017-04-20 06:20:00,0.0,Room2,43.0,21.0,18.43
2017-04-20 07:20:00,9.16,Room2,43.0,21.0,18.9
2017-04-20 07:30:00,14.65,Room2,43.0,18.5,18.9
2017-04-21 07:30:00,0.0,Room2,41.0,16.0,19.21
2017-04-21 10:10:00,216.07,Room2,44.0,21.0,18.11
2017-04-21 12:30:00,206.0,Room2,27.0,16.0,20.47
2017-04-21 15:20:00,177.62,Room2,30.0,21.0,18.11
2017-04-21 21:30:00,19.23,Room2,46.0,18.0,20.47
2017-04-21 22:40:00,20.14,Room2,49.0,21.0,20.31
2017-04-22 01:20:00,9.155,Room2,51.0,21.0,20.79
2017-04-22 23:00:00,4.58,Room2,47.0,18.0,20.94
2017-04-23 08:30:00,75.08,Room2,45.0,21.0,18.58
2017-04-25 23:20:00,0.0,Room2,45.0,21.0,18.9
2017-04-30 00:40:00,0.0,Room2,49.0,18.0,20.0
2017-04-30 01:00:00,0.0,Room2,50.0,18.0,20.0
2017-04-30 08:30:00,49.44,Room2,50.0,21.0,18.58
2017-04-30 13:00:00,166.63,Room2,49.0,16.0,18.58
2017-04-30 14:50:00,161.14,Room2,48.0,21.0,18.43
2017-04-30 21:30:00,11.445,Room2,48.0,18.0,20.31
2017-05-01 00:20:00,0.0,Room2,49.0,18.0,18.9
2017-05-01 04:00:00,0.0,Room2,48.0,21.0,18.43
2017-05-01 07:30:00,0.0,Room2,46.0,16.0,19.84
2017-05-01 15:50:00,60.43,Room2,48.0,21.0,18.43
2017-05-01 21:30:00,0.0,Room2,47.0,18.0,19.84
2017-05-02 01:30:00,0.0,Room2,49.0,18.0,18.58
2017-05-02 04:00:00,0.0,Room2,49.0,21.0,18.27
2017-05-02 07:30:00,6.41,Room2,48.0,18.25,20.0
2017-05-02 10:00:00,13.73,Room2,48.0,16.0,19.37
2017-05-02 17:30:00,27.47,Room2,49.0,21.0,18.58
2017-05-02 21:20:00,0.0,Room2,49.0,21.0,19.53
2017-05-02 21:30:00,0.0,Room2,49.0,18.0,19.37
2017-05-03 04:00:00,0.0,Room2,50.0,21.0,17.95
2017-05-03 07:30:00,7.32,Room2,50.0,16.0,19.37
2017-05-03 15:20:00,34.79,Room2,51.0,21.0,17.95
2017-05-03 21:30:00,4.58,Room2,55.0,18.0,19.37
2017-05-04 01:20:00,0.0,Room2,54.0,18.0,18.43
2017-05-04 04:00:00,0.0,Room2,53.0,21.0,18.27
2017-05-04 07:30:00,21.97,Room2,51.0,16.0,19.84
2017-05-04 15:30:00,14.65,Room2,52.0,21.0,18.43
2017-05-04 21:30:00,0.0,Room2,53.0,18.0,19.84
2017-05-05 03:00:00,0.0,Room2,53.0,18.0,18.58
2017-05-05 04:00:00,0.0,Room2,53.0,21.0,18.43
2017-05-05 07:30:00,6.41,Room2,51.0,16.0,19.84
2017-05-05 15:20:00,83.32,Room2,52.0,21.0,18.43
2017-05-05 21:30:00,10.99,Room2,52.0,18.0,19.37
2017-05-06 00:30:00,0.0,Room2,55.0,18.0,18.9
2017-05-06 07:50:00,28.38,Room2,53.0,21.0,18.11
2017-05-06 13:00:00,140.08,Room2,44.0,16.0,18.58
2017-05-06 15:30:00,96.13,Room2,41.0,21.0,19.21
2017-05-06 21:30:00,0.0,Room2,47.5,18.0,18.58
2017-05-07 01:30:00,0.0,Room2,50.0,18.0,18.43
2017-05-07 07:50:00,0.0,Room2,51.0,21.0,18.27
2017-05-07 13:00:00,16.48,Room2,54.0,16.0,18.27
2017-05-07 15:30:00,96.13,Room2,56.0,21.0,18.74
2017-05-07 21:30:00,9.16,Room2,59.0,18.0,18.74
2017-05-08 04:00:00,0.0,Room2,57.0,21.0,18.11
2017-05-08 07:30:00,7.32,Room2,57.0,16.0,18.11
2017-05-08 15:20:00,45.78,Room2,56.0,21.0,17.95
2017-05-08 21:30:00,4.58,Room2,55.0,18.0,17.8
2017-05-09 01:50:00,0.0,Room2,55.0,18.0,17.64
2017-05-09 03:20:00,0.0,Room2,54.0,21.0,17.48
2017-05-09 07:30:00,26.55,Room2,51.0,16.0,17.17
2017-05-09 14:40:00,79.65,Room2,51.0,21.0,17.17
2017-05-09 21:30:00,0.0,Room2,52.0,19.5,18.11
2017-05-10 23:20:00,0.0,Room2,51.0,21.0,17.01
2017-05-11 23:30:00,0.0,Room2,51.0,18.0,17.64
2017-05-12 07:20:00,5.49,Room2,53.0,21.0,17.64
2017-05-12 07:30:00,4.58,Room2,53.0,16.0,17.64
2017-05-12 16:20:00,70.5,Room2,55.0,21.0,18.27
2017-05-12 21:30:00,10.99,Room2,61.0,18.0,18.43
2017-05-13 01:20:00,0.0,Room2,60.0,18.0,18.27
2017-05-13 07:50:00,0.92,Room2,58.0,21.0,18.11
2017-05-13 13:00:00,93.39,Room2,61.0,16.0,18.58
2017-05-13 15:10:00,77.82,Room2,61.0,21.0,18.43
2017-05-13 21:30:00,0.0,Room2,60.0,18.0,18.58
2017-05-14 03:00:00,0.0,Room2,59.0,18.0,18.43
2017-05-14 07:50:00,2.75,Room2,59.0,21.0,18.43
2017-05-14 13:00:00,162.97,Room2,61.0,16.0,18.74
2017-05-14 15:30:00,13.73,Room2,60.0,21.0,18.58
2017-05-14 21:30:00,4.58,Room2,63.0,18.0,18.74
2017-05-15 02:10:00,0.0,Room2,62.0,18.0,18.58
2017-05-15 04:40:00,0.0,Room2,61.0,21.0,18.43
2017-05-15 07:30:00,2.75,Room2,61.0,16.0,18.43
2017-05-15 16:20:00,22.89,Room2,60.0,21.0,18.43
2017-05-15 21:30:00,0.0,Room2,60.0,18.0,18.43
2017-05-16 02:40:00,0.0,Room2,60.0,18.0,18.43
2017-05-16 04:00:00,0.0,Room2,60.0,21.0,18.43
2017-05-16 07:30:00,2.75,Room2,59.0,16.0,18.27
2017-05-16 16:20:00,24.72,Room2,59.0,21.0,18.58
2017-05-16 21:30:00,0.0,Room2,59.0,18.0,18.58
2017-05-16 23:10:00,0.0,Room2,59.0,18.0,18.74
2017-05-17 04:40:00,0.0,Room2,58.0,21.0,18.74
2017-05-17 07:30:00,2.75,Room2,58.0,16.0,18.58
2017-05-17 16:20:00,25.64,Room2,58.0,21.0,19.06
2017-05-17 21:30:00,0.92,Room2,56.0,18.0,19.53
2017-05-18 02:10:00,0.0,Room2,58.0,18.0,19.37
2017-05-18 04:40:00,0.0,Room2,58.0,21.0,19.37
2017-05-18 07:30:00,2.75,Room2,58.0,16.0,19.37
2017-05-18 16:20:00,113.53,Room2,58.0,21.0,19.84
2017-05-18 21:30:00,4.58,Room2,62.0,18.0,20.31
2017-05-19 01:30:00,0.0,Room2,61.0,18.0,20.31
2017-05-19 06:10:00,0.92,Room2,61.0,21.0,20.31
2017-05-19 07:30:00,29.3,Room2,61.0,16.0,20.31
2017-05-19 17:30:00,7.32,Room2,63.0,21.0,20.79
2017-05-19 21:30:00,4.58,Room2,63.0,18.0,21.1
2017-05-20 02:50:00,0.0,Room2,61.0,18.0,20.47
2017-05-20 10:00:00,88.81,Room2,58.0,21.0,20.63
2017-05-20 13:00:00,40.285,Room2,56.5,16.0,20.39
2017-05-20 17:00:00,80.57,Room2,56.0,21.0,20.31
2017-05-20 21:20:00,0.0,Room2,57.0,21.0,19.84
2017-05-20 21:30:00,0.0,Room2,57.0,18.0,19.84
2017-05-20 23:20:00,0.0,Room2,55.0,18.0,19.84
2017-05-21 08:30:00,0.0,Room2,55.0,21.0,19.37
2017-05-21 13:00:00,131.84,Room2,47.0,16.0,19.21
2017-05-21 15:50:00,79.195,Room2,46.5,21.0,19.37
2017-05-21 21:30:00,0.0,Room2,50.0,18.0,19.21
2017-05-22 00:50:00,0.0,Room2,52.0,18.0,19.06
2017-05-22 04:40:00,0.0,Room2,53.0,21.0,19.06
2017-05-22 07:30:00,32.04,Room2,52.0,16.0,19.06
2017-05-22 16:00:00,25.64,Room2,54.0,21.0,19.21
2017-05-22 21:30:00,4.58,Room2,55.0,18.0,19.37
2017-05-22 23:40:00,0.0,Room2,56.0,18.0,19.21
2017-05-23 04:40:00,0.0,Room2,56.0,21.0,19.06
2017-05-23 07:30:00,29.3,Room2,56.0,16.0,19.06
2017-05-23 16:20:00,49.44,Room2,56.0,21.0,19.69
2017-05-23 21:30:00,0.0,Room2,60.0,18.0,19.84
2017-05-24 01:50:00,0.0,Room2,59.0,18.0,19.69
2017-05-24 05:20:00,0.0,Room2,59.0,21.0,19.69
2017-05-24 07:30:00,33.88,Room2,58.0,16.0,19.69
2017-05-24 16:40:00,20.14,Room2,53.0,21.0,19.69
2017-05-24 21:30:00,0.0,Room2,55.0,18.0,19.53
2017-05-24 23:00:00,0.0,Room2,55.0,18.0,19.450000000000003
2017-05-25 04:40:00,0.0,Room2,56.0,21.0,19.37
2017-05-25 07:30:00,0.0,Room2,56.0,16.0,19.21
2017-05-25 16:20:00,2.75,Room2,55.0,21.0,19.21
2017-05-25 21:30:00,1.83,Room2,50.0,18.0,19.53
2017-05-26 04:50:00,0.0,Room2,53.0,21.0,19.21
2017-05-26 07:30:00,0.0,Room2,54.0,16.0,19.06
2017-05-26 16:20:00,33.88,Room2,54.0,21.0,19.53
2017-05-26 21:30:00,0.0,Room2,56.0,18.0,19.69
2017-05-27 00:50:00,0.0,Room2,55.0,18.0,19.69
2017-05-27 09:10:00,3.66,Room2,56.0,21.0,19.53
2017-05-27 13:00:00,6.41,Room2,56.0,16.0,19.69
2017-05-27 17:00:00,68.67,Room2,56.0,21.0,20.16
2017-05-27 21:30:00,0.0,Room2,55.0,18.0,20.31
2017-05-28 10:00:00,0.0,Room2,56.0,21.0,20.31
2017-05-28 13:00:00,108.04,Room2,49.0,16.0,21.1
2017-05-28 17:00:00,35.71,Room2,50.0,21.0,21.1
2017-05-28 21:30:00,0.0,Room2,54.0,18.0,21.1
2017-05-29 06:10:00,2.75,Room2,55.0,21.0,21.26
2017-05-29 07:30:00,4.58,Room2,55.0,16.0,21.26
2017-05-29 17:30:00,28.38,Room2,56.0,21.0,21.89
2017-05-29 21:30:00,0.0,Room2,59.0,18.0,22.05
2017-05-30 01:50:00,0.0,Room2,58.0,18.0,22.2
2017-05-30 06:10:00,0.0,Room2,58.0,21.0,22.2
2017-05-30 07:30:00,32.96,Room2,62.0,16.0,22.2
2017-05-30 17:30:00,63.17,Room2,61.0,21.0,22.83
2017-05-30 21:30:00,0.0,Room2,58.0,18.0,22.83
2017-05-30 23:20:00,10.99,Room2,63.0,18.0,22.99
2017-05-31 06:10:00,0.0,Room2,64.0,21.0,22.83
2017-05-31 07:30:00,0.0,Room2,64.0,16.0,22.68
2017-05-31 17:30:00,32.96,Room2,57.0,21.0,22.83
2017-05-31 21:30:00,0.0,Room2,57.0,18.0,22.83
2017-06-01 00:30:00,0.0,Room2,57.0,18.0,22.68
2017-06-01 06:10:00,1.83,Room2,57.0,21.0,22.52
2017-06-01 07:30:00,2.75,Room2,56.0,16.0,22.36
2017-06-01 17:30:00,60.43,Room2,49.0,21.0,22.83
2017-06-01 21:30:00,0.0,Room2,51.0,18.0,22.68
2017-06-01 23:50:00,0.0,Room2,52.0,18.0,22.68
2017-06-02 06:10:00,0.0,Room2,53.0,21.0,22.52
2017-06-02 07:30:00,20.14,Room2,51.0,16.0,22.36
2017-06-02 17:30:00,38.45,Room2,53.0,21.0,22.83
2017-06-02 21:30:00,10.99,Room2,52.0,18.0,23.15
2017-06-03 00:10:00,0.0,Room2,54.0,18.0,22.99
2017-06-03 10:00:00,92.47,Room2,54.0,21.0,22.99
2017-06-03 13:00:00,3.66,Room2,55.0,16.0,22.83
2017-06-03 17:00:00,15.56,Room2,55.0,21.0,22.83
2017-06-03 21:30:00,0.0,Room2,55.0,18.0,22.83
2017-06-04 02:00:00,0.0,Room2,56.0,18.0,22.83
2017-06-04 10:00:00,2.75,Room2,56.0,21.0,22.68
2017-06-04 13:00:00,2.75,Room2,56.0,16.0,22.52
2017-06-04 17:00:00,26.55,Room2,56.0,21.0,22.52
2017-06-04 21:30:00,0.0,Room2,56.0,18.0,22.36
2017-06-05 00:00:00,0.0,Room2,55.0,18.0,22.2
2017-06-05 06:10:00,0.92,Room2,55.0,21.0,22.05
2017-06-05 07:30:00,1.83,Room2,55.0,16.0,22.05
2017-06-05 17:30:00,15.56,Room2,58.0,21.0,21.42
2017-06-05 21:30:00,0.0,Room2,59.0,18.0,21.42
2017-03-09 13:20:00,114.445,Room3,45.0,16.0,17.48
2017-03-10 07:30:00,46.69,Room3,46.0,18.0,19.69
2017-03-10 13:30:00,226.6,Room3,43.0,16.0,18.03
2017-03-11 18:20:00,6.41,Room3,42.0,19.0,19.21
2017-03-13 13:40:00,537.43,Room3,42.0,16.0,17.01
2017-03-14 13:40:00,284.74,Room3,41.0,16.0,17.17
2017-03-15 13:40:00,292.06,Room3,42.0,16.0,17.64
2017-03-16 13:50:00,685.755,Room3,42.5,16.0,17.8
2017-03-17 13:50:00,472.43,Room3,42.0,16.0,18.11
2017-03-18 14:00:00,106.2,Room3,45.0,16.0,17.48
2017-03-19 14:00:00,72.785,Room3,48.0,16.0,16.06
2017-03-20 14:00:00,178.995,Room3,46.0,16.0,17.32
2017-03-21 07:30:00,52.19,Room3,43.0,16.0,21.1
2017-03-22 07:30:00,25.64,Room3,45.0,16.0,19.53
2017-03-22 14:10:00,84.23,Room3,46.0,16.0,17.48
2017-03-23 14:10:00,208.75,Room3,47.0,16.0,17.48
2017-03-23 14:50:00,142.83,Room3,48.0,20.0,17.32
2017-03-24 14:20:00,333.72,Room3,49.0,16.0,19.53
2017-03-24 15:40:00,216.07,Room3,50.0,20.0,18.9
2017-03-24 21:30:00,0.0,Room3,48.0,19.0,19.53
2017-03-24 23:00:00,0.0,Room3,49.0,18.0,19.37
2017-03-25 07:50:00,0.0,Room3,49.0,20.0,17.48
2017-03-25 13:00:00,339.67,Room3,37.0,16.0,16.85
2017-03-25 14:20:00,1138.95,Room3,38.0,20.0,17.32
2017-03-25 20:50:00,0.0,Room3,41.0,16.0,20.63
2017-03-25 21:40:00,0.0,Room3,43.0,18.0,19.69
2017-03-26 01:40:00,0.0,Room3,45.0,18.0,18.11
2017-03-26 06:40:00,35.71,Room3,43.0,20.0,18.43
2017-03-27 22:20:00,0.0,Room3,41.0,18.0,20.31
2017-03-28 01:10:00,0.0,Room3,44.0,18.0,18.74
2017-03-28 03:50:00,0.0,Room3,44.0,20.0,18.11
2017-03-28 07:30:00,21.97,Room3,39.0,16.0,21.1
2017-03-28 14:30:00,687.58,Room3,44.0,20.0,18.43
2017-03-28 19:00:00,41.2,Room3,45.0,16.0,20.16
2017-03-28 23:10:00,0.0,Room3,46.0,16.0,18.74
2017-03-29 20:40:00,0.92,Room3,51.0,20.0,17.95
2017-03-29 21:30:00,0.0,Room3,48.0,18.0,20.16
2017-03-30 02:30:00,0.0,Room3,50.0,18.0,18.189999999999998
2017-03-30 03:20:00,0.0,Room3,50.0,20.0,18.11
2017-03-30 07:30:00,0.0,Room3,47.0,16.0,20.0
2017-03-30 14:40:00,738.85,Room3,50.0,20.0,18.9
2017-03-30 21:30:00,0.0,Room3,50.0,18.0,20.0
2017-03-31 00:00:00,4.58,Room3,50.0,18.0,19.37
2017-03-31 03:50:00,0.0,Room3,50.0,20.0,18.9
2017-03-31 07:30:00,35.71,Room3,49.0,16.0,20.16
2017-03-31 17:30:00,216.07,Room3,51.0,20.0,19.53
2017-03-31 21:30:00,0.0,Room3,51.0,18.0,19.84
2017-04-01 00:40:00,0.0,Room3,52.0,18.0,19.37
2017-04-01 08:00:00,0.0,Room3,51.0,20.0,18.9
2017-04-01 09:10:00,136.42,Room3,50.0,16.0,18.9
2017-04-03 01:30:00,0.0,Room3,54.0,16.0,18.58
2017-04-04 00:50:00,0.0,Room3,55.0,16.0,17.95
2017-04-04 07:00:00,14.65,Room3,53.0,20.0,17.64
2017-04-12 21:30:00,0.0,Room3,46.0,18.0,20.94
2017-04-13 01:00:00,0.0,Room3,50.0,18.0,18.74
2017-04-13 03:50:00,0.0,Room3,50.0,20.0,18.11
2017-04-13 07:30:00,19.23,Room3,47.0,16.0,20.16
2017-04-14 03:30:00,0.0,Room3,50.0,20.0,18.27
2017-04-14 15:00:00,258.19,Room3,43.0,20.0,17.64
2017-04-14 21:30:00,0.0,Room3,46.0,18.0,19.37
2017-04-15 02:50:00,0.0,Room3,48.0,18.0,17.95
2017-04-15 07:20:00,0.0,Room3,48.0,20.0,17.32
2017-04-15 13:00:00,268.26,Room3,45.0,16.0,20.63
2017-04-15 15:20:00,169.84,Room3,44.0,20.0,18.9
2017-04-15 21:30:00,0.0,Room3,50.0,18.0,17.8
2017-04-16 03:00:00,0.0,Room3,51.0,18.0,17.32
2017-04-16 07:20:00,65.92,Room3,50.0,20.0,16.85
2017-04-16 13:00:00,216.07,Room3,50.0,16.0,16.85
2017-04-16 14:20:00,92.47,Room3,49.0,20.0,16.69
2017-04-16 21:20:00,0.0,Room3,50.0,19.0,16.06
2017-04-16 21:30:00,0.0,Room3,50.0,18.0,16.06
2017-04-17 02:00:00,0.0,Room3,51.0,18.0,15.91
2017-04-17 04:00:00,0.0,Room3,51.0,20.0,15.59
2017-04-17 07:30:00,15.56,Room3,46.0,16.0,17.8
2017-04-17 14:00:00,115.36,Room3,51.0,20.0,15.43
2017-04-17 20:20:00,0.0,Room3,47.0,24.166666666666668,19.69
2017-04-17 22:00:00,0.0,Room3,50.0,21.0,18.11
2017-04-17 23:10:00,0.0,Room3,50.0,18.0,17.245
2017-04-18 10:10:00,99.8,Room3,46.0,20.0,17.95
2017-04-18 23:20:00,0.0,Room3,45.0,18.0,20.0
2017-04-19 03:20:00,0.0,Room3,48.0,20.0,17.64
2017-04-19 14:20:00,201.42,Room3,48.0,20.0,17.01
2017-04-19 21:50:00,0.0,Room3,46.0,18.0,19.37
2017-04-20 06:20:00,0.0,Room3,44.0,20.0,18.58
2017-04-20 07:20:00,38.45,Room3,43.0,20.0,19.37
2017-04-20 07:30:00,63.17,Room3,44.0,18.0,19.37
2017-04-21 06:40:00,0.0,Room3,40.0,17.0,20.31
2017-04-21 06:50:00,0.0,Room3,40.0,14.5,20.47
2017-04-21 07:30:00,0.0,Room3,41.0,16.0,19.69
2017-04-21 10:10:00,168.005,Room3,45.0,20.0,17.95
2017-04-21 12:30:00,224.31,Room3,27.0,16.0,21.89
2017-04-21 17:30:00,312.2,Room3,40.0,20.0,18.9
2017-04-21 21:30:00,3.66,Room3,47.0,18.0,20.0
2017-04-21 22:40:00,3.66,Room3,50.0,20.0,19.53
2017-04-22 23:00:00,0.0,Room3,49.0,18.0,20.0
2017-04-23 08:20:00,127.26,Room3,46.0,20.0,18.58
2017-04-30 00:40:00,0.0,Room3,48.0,18.0,20.31
2017-04-30 01:00:00,0.0,Room3,48.5,18.0,20.16
2017-04-30 07:40:00,35.71,Room3,50.0,20.0,17.95
2017-04-30 13:00:00,183.11,Room3,50.0,16.0,17.95
2017-04-30 14:10:00,274.67,Room3,50.0,20.0,17.95
2017-04-30 21:30:00,0.0,Room3,49.0,18.0,20.0
2017-05-01 00:20:00,0.0,Room3,49.0,18.0,18.9
2017-05-01 03:50:00,0.0,Room3,49.0,20.0,18.27
2017-05-01 07:30:00,0.0,Room3,47.0,16.0,19.69
2017-05-01 14:30:00,298.47,Room3,48.0,20.0,18.58
2017-05-01 21:30:00,0.0,Room3,47.0,18.0,20.16
2017-05-02 01:30:00,0.0,Room3,49.0,18.0,18.58
2017-05-02 03:50:00,0.0,Room3,50.0,20.0,18.11
2017-05-02 07:30:00,10.07,Room3,48.0,16.0,20.16
2017-05-02 15:10:00,105.29,Room3,51.0,20.0,17.95
2017-05-02 21:30:00,0.0,Room3,50.0,18.0,19.69
2017-05-03 03:50:00,0.0,Room3,52.0,20.0,17.8
2017-05-03 07:30:00,20.14,Room3,51.0,16.0,19.37
2017-05-03 15:00:00,88.81,Room3,52.0,20.0,17.8
2017-05-03 21:30:00,2.75,Room3,55.0,18.0,19.84
2017-05-04 01:20:00,0.0,Room3,55.0,18.0,18.43
2017-05-04 07:30:00,59.51,Room3,53.0,16.0,19.37
2017-05-04 14:50:00,616.17,Room3,53.0,20.0,18.58
2017-05-04 21:30:00,0.0,Room3,53.0,18.0,20.16
2017-05-05 03:00:00,0.0,Room3,54.0,18.0,18.505
2017-05-05 03:50:00,0.0,Room3,54.0,20.0,18.27
2017-05-05 07:30:00,26.55,Room3,53.0,16.0,19.37
2017-05-05 14:50:00,327.77,Room3,53.0,20.0,18.43
2017-05-05 21:30:00,0.0,Room3,54.0,18.0,19.37
2017-05-06 00:30:00,0.0,Room3,56.0,18.0,18.74
2017-05-06 07:40:00,76.91,Room3,54.0,20.0,17.8
2017-05-06 13:00:00,159.31,Room3,48.0,16.0,17.95
2017-05-06 14:10:00,270.09,Room3,46.0,20.0,18.27
2017-05-06 21:30:00,0.0,Room3,49.0,18.0,18.43
2017-05-07 01:30:00,0.0,Room3,50.0,18.0,18.11
2017-05-07 13:00:00,57.68,Room3,57.0,16.0,18.58
2017-05-07 14:20:00,195.01,Room3,59.0,20.0,18.43
2017-05-07 21:30:00,0.0,Room3,60.0,18.0,18.43
2017-05-08 03:40:00,0.0,Room3,59.0,20.0,18.11
2017-05-08 07:30:00,32.96,Room3,59.0,16.0,18.11
2017-05-08 14:50:00,159.31,Room3,57.0,20.0,17.95
2017-05-08 21:30:00,0.0,Room3,57.0,18.0,17.48
2017-05-09 01:50:00,0.0,Room3,56.0,18.0,17.32
2017-05-09 03:30:00,0.0,Room3,56.0,20.0,17.17
